,State,Area_name,"Percent of adults with less than a high school diploma, 2016-20","Percent of adults with a high school diploma only, 2016-20","Percent of adults completing some college or associate's degree, 2016-20",Percent of adults with a bachelor's degree or higher 2016-20,PCTPOVALL_2020,Population 2020,Population 2021,Median_Household_Income_2020,Med_HH_Income_Percent_of_State_Total_2020,Unemployment_rate_2020,Average Precipitation,Average Temperature,rent
1386,MN,Goodhue County,7.1,32.2,34.5,26.2,7.2,"47,582","47,968","73,474",97.3,6.0,2.18,48.2,7940.866666666667
1387,MN,Grant County,7.0,34.2,41.0,17.9,9.3,"6,074","6,153","66,740",88.4,5.5,1.7,45.8,7964.866666666667
1388,MN,Hennepin County,6.4,15.9,26.7,51.0,9.3,"1,281,565","1,267,416","81,772",108.3,6.7,2.05,48.0,14020.066666666668
1389,MN,Houston County,5.3,35.5,35.1,24.1,6.4,"18,843","18,778","61,117",81.0,4.5,2.26,49.1,9438.466666666667
1390,MN,Hubbard County,6.2,29.5,35.9,28.4,9.1,"21,344","21,715","62,750",83.1,7.3,1.97,43.6,7033.666666666667
1391,MN,Isanti County,7.7,35.6,38.6,18.1,6.7,"41,135","41,906","73,401",97.2,6.9,2.13,46.8,14020.066666666668
1392,MN,Itasca County,5.8,30.8,38.8,24.6,10.5,"45,014","45,070","59,365",78.6,8.8,2.05,42.7,7741.666666666667
1393,MN,Jackson County,6.8,34.7,35.9,22.7,7.6,"9,989","9,990","62,766",83.1,5.4,1.74,48.2,6839.266666666666
1394,MN,Kanabec County,10.1,38.7,36.6,14.7,9.1,"16,032","16,159","62,422",82.7,8.3,2.15,45.5,8855.266666666666
1395,MN,Kandiyohi County,9.1,27.1,39.4,24.4,8.2,"43,732","43,767","65,344",86.6,5.0,1.82,46.7,8202.466666666667
1396,MN,Kittson County,3.2,39.7,30.8,26.3,10.3,"4,207","4,146","51,016",67.6,4.8,1.35,42.6,6793.666666666667
1397,MN,Koochiching County,7.3,35.8,41.8,15.1,11.6,"12,062","11,941","56,870",75.3,7.6,2.03,42.1,7086.466666666666
1398,MN,Lac qui Parle County,6.5,37.8,36.8,18.8,8.6,"6,719","6,684","65,446",86.7,4.9,1.61,47.6,6832.066666666667
1399,MN,Lake County,5.4,30.3,36.3,28.0,8.0,"10,905","10,986","63,741",84.4,7.4,2.37,41.1,7919.266666666666
1400,MN,Lake of the Woods County,3.7,35.7,39.2,21.3,8.8,"3,763","3,823","57,302",75.9,6.3,1.74,42.1,7561.666666666667
1401,MN,Le Sueur County,5.5,35.3,36.4,22.9,6.7,"28,674","28,841","78,559",104.1,7.0,1.98,48.7,8860.066666666668
1402,MN,Lincoln County,7.5,37.4,35.8,19.3,8.7,"5,640","5,567","57,252",75.8,4.6,1.65,47.1,6762.466666666666
1403,MN,Lyon County,7.0,31.0,35.6,26.4,8.8,"25,269","25,231","63,255",83.8,4.6,1.68,48.1,7326.466666666666
1404,MN,McLeod County,6.7,33.9,42.2,17.3,5.8,"36,771","36,735","76,095",100.8,5.9,1.92,47.7,8632.066666666668
1405,MN,Mahnomen County,13.9,35.7,37.5,12.9,15.3,"5,411","5,414","48,951",64.8,13.3,1.71,43.5,6930.466666666666
1406,MN,Marshall County,9.9,38.1,33.5,18.5,7.9,"9,040","8,988","62,240",82.4,6.8,1.41,43.1,7513.666666666667
1407,MN,Martin County,6.4,35.6,36.3,21.7,9.9,"20,025","19,915","58,578",77.6,5.5,1.83,48.6,7024.066666666667
1408,MN,Meeker County,6.5,35.9,39.5,18.2,6.2,"23,400","23,376","66,861",88.6,5.5,1.83,46.8,8164.066666666667
1409,MN,Mille Lacs County,9.8,37.3,37.0,16.0,9.2,"26,459","26,867","55,547",73.6,8.8,2.09,45.4,9656.866666666667
1410,MN,Morrison County,8.9,38.7,35.2,17.3,9.8,"34,010","33,992","62,618",82.9,7.0,2.0,45.3,7014.466666666666
1411,MN,Mower County,11.8,32.6,33.0,22.6,8.7,"40,029","40,158","61,565",81.6,5.1,2.2,47.6,7801.666666666667
1412,MN,Murray County,9.9,35.7,33.6,20.8,7.6,"8,179","8,144","63,414",84.0,5.3,1.73,47.6,7405.666666666667
1413,MN,Nicollet County,6.2,24.6,34.8,34.4,7.2,"34,454","34,332","75,827",100.4,4.9,1.95,48.8,10928.866666666667
1414,MN,Nobles County,22.4,31.1,30.2,16.3,9.4,"22,290","21,991","63,011",83.5,4.3,1.74,48.1,7103.266666666666
1415,MN,Norman County,6.9,35.6,36.1,21.4,10.5,"6,441","6,416","50,573",67.0,6.5,1.52,44.7,7172.866666666667
1416,MN,Olmsted County,5.5,19.2,28.6,46.7,6.4,"162,847","163,436","82,683",109.5,5.5,2.19,47.5,11164.066666666668
1417,MN,Otter Tail County,7.9,27.2,39.0,25.9,7.8,"60,081","60,046","67,329",89.2,5.6,1.77,44.6,6856.066666666667
1418,MN,Pennington County,5.8,31.5,43.0,19.7,8.2,"13,992","13,780","64,240",85.1,6.4,1.47,43.4,7276.066666666667
1419,MN,Pine County,8.8,41.1,34.8,15.3,10.2,"28,876","29,302","58,733",77.8,8.9,2.19,44.9,8159.266666666666
1420,MN,Pipestone County,9.8,36.7,34.2,19.3,9.2,"9,424","9,313","58,662",77.7,4.2,1.7,47.3,7108.066666666667
1421,MN,Polk County,6.8,30.5,35.4,27.3,10.6,"31,192","30,757","60,068",79.6,5.8,1.49,44.1,10172.866666666667
1422,MN,Pope County,6.3,30.8,40.6,22.3,7.9,"11,308","11,403","64,306",85.2,4.6,1.82,45.7,7261.666666666667
1423,MN,Ramsey County,9.0,21.1,26.9,43.0,12.6,"552,352","543,257","66,123",87.6,7.1,2.12,48.5,14020.066666666668
1424,MN,Red Lake County,6.0,36.4,40.7,17.0,8.3,"3,935","3,933","68,683",91.0,6.7,1.52,43.8,7117.666666666667
1425,MN,Redwood County,7.6,37.5,35.8,19.1,8.6,"15,425","15,366","61,316",81.2,5.7,1.78,48.5,7410.466666666666
1426,MN,Renville County,9.6,36.4,39.0,15.1,8.6,"14,723","14,608","56,296",74.6,5.9,1.79,48.0,6896.866666666667
1427,MN,Rice County,8.5,31.6,31.3,28.5,8.4,"67,097","67,262","74,301",98.4,5.4,2.08,48.4,9397.666666666666
1428,MN,Rock County,6.9,31.3,38.0,23.8,8.2,"9,704","9,680","64,588",85.6,3.2,1.74,48.1,6990.466666666666
1429,MN,Roseau County,8.5,35.2,37.3,19.0,7.3,"15,331","15,258","61,775",81.8,5.9,1.51,42.0,6877.666666666667
1430,MN,St. Louis County,5.5,25.9,38.4,30.1,10.1,"200,231","199,182","57,972",76.8,7.4,2.21,41.8,9572.866666666667
1431,MN,Scott County,4.9,21.1,33.1,40.9,4.3,"150,928","153,268","99,924",132.4,6.0,2.02,48.7,14020.066666666668
1432,MN,Sherburne County,5.9,28.5,39.9,25.7,4.4,"97,183","99,074","92,673",122.8,6.2,2.0,46.7,14020.066666666668
1433,MN,Sibley County,7.8,39.0,36.7,16.5,7.9,"14,836","14,917","61,225",81.1,5.8,1.96,48.4,7799.266666666666
1434,MN,Stearns County,8.1,28.2,35.9,27.8,10.6,"158,292","158,947","66,317",87.8,5.9,1.87,45.9,10091.266666666666
1435,MN,Steele County,7.3,31.8,34.0,26.8,7.3,"37,406","37,349","70,532",93.4,5.6,2.05,48.1,8970.466666666667
1436,MN,Stevens County,5.2,32.1,32.9,29.8,9.1,"9,671","9,700","68,234",90.4,3.3,1.73,46.3,7417.666666666667
1437,MN,Swift County,9.0,32.3,37.3,21.5,9.5,"9,838","9,749","59,165",78.4,6.0,1.76,46.8,7381.666666666667
1438,MN,Todd County,12.6,38.1,35.4,13.9,12.2,"25,262","25,237","52,842",70.0,5.5,1.9,44.9,6762.466666666666
1439,MN,Traverse County,5.9,38.4,39.9,15.8,11.6,"3,360","3,286","56,085",74.3,4.6,1.57,46.6,6815.266666666666
1440,MN,Wabasha County,6.2,32.9,36.5,24.4,6.1,"21,387","21,509","74,348",98.5,5.5,2.22,48.3,8982.466666666667
1441,MN,Wadena County,8.6,35.2,39.3,16.9,11.2,"14,065","14,177","46,968",62.2,8.0,1.97,44.3,7580.866666666667
1442,MN,Waseca County,6.8,36.0,35.1,22.1,7.6,"18,968","19,000","66,523",88.1,6.4,1.99,48.6,7254.466666666666
1443,MN,Washington County,4.0,20.4,30.0,45.6,4.4,"267,568","272,256","101,409",134.3,5.7,2.15,48.3,14020.066666666668
1444,MN,Watonwan County,15.8,37.4,29.2,17.6,9.7,"11,253","11,135","60,656",80.4,4.8,1.84,48.7,7117.666666666667
1445,MN,Wilkin County,5.4,31.6,39.3,23.7,8.3,"6,506","6,395","65,769",87.1,4.2,1.54,45.8,7768.066666666667
1446,MN,Winona County,6.5,26.9,35.4,31.3,11.0,"49,671","49,630","65,302",86.5,5.1,2.28,48.4,7724.866666666667
1447,MN,Wright County,6.0,28.6,34.3,31.0,4.6,"141,337","144,845","85,855",113.7,5.7,1.96,47.0,14020.066666666668
1448,MN,Yellow Medicine County,8.3,35.9,39.1,16.7,8.6,"9,528","9,411","62,290",82.5,4.7,1.64,48.0,7170.466666666666
1450,MS,Adams County,24.5,31.8,26.0,17.8,27.2,"29,538","28,742","36,519",77.1,10.7,3.05,66.5,6908.866666666667
1451,MS,Alcorn County,19.5,31.7,31.0,17.9,17.0,"34,740","34,349","46,368",97.9,6.1,2.94,60.9,6808.066666666667
1452,MS,Amite County,14.0,45.4,28.7,12.0,21.7,"12,720","12,637","42,649",90.0,8.2,3.24,66.2,6313.666666666667
1453,MS,Attala County,21.1,31.4,32.4,15.2,18.8,"17,889","17,742","40,985",86.5,8.2,2.75,63.4,6462.466666666666
1454,MS,Benton County,25.4,33.1,31.3,10.1,19.8,"7,646","7,646","38,972",82.3,8.1,3.04,61.3,6940.066666666667
1455,MS,Bolivar County,19.3,24.4,30.9,25.4,28.1,"30,985","30,308","36,034",76.1,8.5,2.94,63.9,6397.666666666667
1456,MS,Calhoun County,22.0,35.3,31.4,11.3,17.1,"13,266","13,018","42,107",88.9,7.9,2.8,63.2,6786.466666666666
1457,MS,Carroll County,15.7,33.1,36.7,14.5,15.6,"9,998","9,879","46,814",98.8,7.6,2.83,63.4,6364.066666666667
1458,MS,Chickasaw County,22.6,37.0,27.9,12.5,24.8,"17,106","17,011","40,471",85.4,10.6,2.83,63.2,6515.266666666666
1459,MS,Choctaw County,16.9,39.3,23.5,20.3,18.7,"8,246","8,106","43,449",91.7,6.2,2.75,63.0,6654.466666666666
1460,MS,Claiborne County,20.7,29.0,29.7,20.7,34.1,"9,135","8,908","34,551",72.9,14.1,2.9,65.8,6623.266666666666
1461,MS,Clarke County,14.5,40.0,32.6,12.9,19.2,"15,615","15,421","38,314",80.9,8.3,2.74,64.5,6388.066666666667
1462,MS,Clay County,16.3,35.3,28.1,20.3,21.5,"18,636","18,535","36,536",77.1,11.4,2.86,63.5,6728.866666666667
1463,MS,Coahoma County,19.2,26.2,36.9,17.7,39.6,"21,390","20,810","30,047",63.4,12.2,2.96,63.4,6150.466666666666
1464,MS,Copiah County,15.9,34.7,32.6,16.8,22.5,"28,368","27,995","41,476",87.6,8.1,2.98,65.7,9390.466666666667
1465,MS,Covington County,18.3,33.7,33.2,14.7,20.3,"18,340","18,279","42,221",89.1,6.7,2.94,65.4,6534.466666666666
1466,MS,DeSoto County,9.0,30.1,36.1,24.8,9.5,"185,314","188,633","66,532",140.5,5.9,3.06,63.0,9896.866666666667
1467,MS,Forrest County,11.5,25.9,34.9,27.7,24.9,"78,158","77,875","42,082",88.8,7.9,2.95,66.0,7969.666666666667
1468,MS,Franklin County,16.2,36.1,35.2,12.6,21.4,"7,675","7,676","41,548",87.7,8.1,3.13,66.0,6287.266666666666
1469,MS,George County,15.6,36.2,34.1,14.1,17.8,"24,350","24,762","49,995",105.5,8.9,3.15,66.6,7597.666666666667
1470,MS,Greene County,21.9,35.7,31.4,11.0,21.4,"13,530","13,630","46,493",98.2,9.5,2.93,66.0,6548.866666666667
1471,MS,Grenada County,17.1,30.9,32.2,19.8,21.4,"21,629","21,365","42,577",89.9,7.0,2.77,63.5,6227.266666666666
1472,MS,Hancock County,9.6,28.2,36.3,26.0,15.6,"46,053","46,055","55,710",117.6,8.2,3.23,67.8,8816.866666666667
1473,MS,Harrison County,11.0,28.4,36.9,23.7,16.8,"208,621","209,396","47,505",100.3,9.2,3.23,67.6,8816.866666666667
1474,MS,Hinds County,11.8,23.8,34.2,30.2,25.9,"227,742","222,679","44,671",94.3,9.2,2.83,65.4,9390.466666666667
1475,MS,Holmes County,21.4,37.7,29.2,11.7,34.5,"17,000","16,496","30,003",63.3,15.9,2.82,64.2,6616.066666666667
1476,MS,Humphreys County,27.8,31.2,26.3,14.7,33.3,"7,785","7,551","30,474",64.3,14.4,2.89,64.7,6426.466666666666
1477,MS,Issaquena County,34.0,35.6,27.1,3.4,43.3,"1,338","1,280","32,675",69.0,8.6,2.9,65.0,6248.866666666667
1478,MS,Itawamba County,20.5,32.7,32.8,13.9,13.9,"23,863","23,838","48,097",101.5,6.8,2.81,62.3,6496.066666666667
1479,MS,Jackson County,11.2,29.5,36.8,22.5,13.4,"143,252","143,987","55,831",117.9,9.3,3.23,67.7,8756.866666666667
1480,MS,Jasper County,12.2,42.1,30.8,14.9,19.3,"16,367","16,291","42,806",90.4,8.8,2.87,64.5,7259.266666666666
1481,MS,Jefferson County,19.6,33.0,28.3,19.1,30.8,"7,260","7,205","32,683",69.0,18.0,2.97,65.9,6256.066666666667
1482,MS,Jefferson Davis County,16.0,37.5,32.3,14.2,25.2,"11,321","11,134","35,567",75.1,9.4,2.96,65.5,6563.266666666666
1483,MS,Jones County,13.4,31.4,34.5,20.7,18.8,"67,246","66,744","49,115",103.7,6.9,2.86,65.5,7120.066666666667
1484,MS,Kemper County,16.7,38.9,32.0,12.4,25.2,"8,988","8,829","37,305",78.8,9.4,2.76,63.8,6176.866666666667
1485,MS,Lafayette County,7.9,19.1,25.9,47.1,17.6,"55,813","56,884","55,786",117.8,5.9,2.89,62.8,10146.466666666667
1486,MS,Lamar County,10.7,26.1,30.0,33.2,12.6,"64,222","65,353","62,527",132.0,5.9,3.01,66.0,7969.666666666667
1487,MS,Lauderdale County,14.8,27.2,36.9,21.1,22.5,"72,984","72,088","44,821",94.6,7.4,2.74,64.0,7636.066666666667
1488,MS,Lawrence County,15.3,37.6,29.4,17.7,19.1,"12,016","11,812","36,272",76.6,8.5,2.97,65.8,7187.266666666666
1489,MS,Leake County,19.5,36.5,28.0,15.9,21.0,"21,275","21,196","43,614",92.1,7.7,2.69,63.7,6491.266666666666
1490,MS,Lee County,14.7,26.5,31.9,26.9,13.3,"83,343","82,883","57,936",122.3,8.0,2.85,62.7,7388.866666666667
1491,MS,Leflore County,16.8,37.0,27.4,18.8,25.3,"28,339","27,557","34,818",73.5,10.4,2.85,64.0,6133.666666666667
1492,MS,Lincoln County,13.5,38.2,32.6,15.8,18.7,"34,907","34,943","44,695",94.4,7.2,3.1,65.7,6395.266666666666
1493,MS,Lowndes County,13.2,33.2,29.7,24.0,16.5,"58,879","58,150","47,860",101.0,8.2,2.87,63.8,7532.866666666667
1494,MS,Madison County,8.2,16.7,25.1,50.0,12.6,"109,145","109,813","67,151",141.8,6.4,2.72,64.9,9390.466666666667
1495,MS,Marion County,17.7,38.2,31.2,12.9,19.2,"24,441","24,378","38,727",81.8,7.0,3.03,66.2,6474.466666666666
1496,MS,Marshall County,18.9,37.2,30.0,13.9,22.7,"33,752","33,725","46,117",97.4,7.4,3.02,62.1,7204.066666666667
1497,MS,Monroe County,17.3,37.9,28.4,16.3,17.5,"34,180","33,883","49,114",103.7,8.7,2.87,63.1,6392.866666666667
1498,MS,Montgomery County,20.3,31.5,29.3,18.9,21.2,"9,822","9,729","40,300",85.1,7.9,2.77,63.2,6827.266666666666
1499,MS,Neshoba County,18.8,32.9,34.7,13.6,18.9,"29,087","28,993","49,215",103.9,9.1,2.73,63.2,6133.666666666667
1500,MS,Newton County,15.0,31.7,36.7,16.5,16.3,"21,291","21,056","49,925",105.4,7.8,2.77,63.6,6623.266666666666
1501,MS,Noxubee County,26.2,34.9,26.9,11.9,26.2,"10,285","10,123","35,880",75.7,10.9,2.74,63.9,6421.666666666667
1502,MS,Oktibbeha County,8.8,22.1,26.3,42.9,23.5,"51,788","51,842","44,234",93.4,7.5,2.78,63.5,8663.266666666666
1503,MS,Panola County,23.0,31.0,29.7,16.3,21.0,"33,208","32,851","41,060",86.7,9.6,2.86,63.1,6340.066666666667
1504,MS,Pearl River County,13.3,31.9,40.1,14.6,15.8,"56,145","56,503","50,611",106.8,7.1,3.09,66.7,8092.066666666667
1505,MS,Perry County,15.0,44.1,30.6,10.2,18.1,"11,511","11,571","47,073",99.4,8.6,2.96,66.0,7969.666666666667
1506,MS,Pike County,17.5,35.4,31.1,16.0,26.5,"40,324","39,973","37,054",78.2,8.8,3.19,66.1,6628.066666666667
1507,MS,Pontotoc County,23.0,27.8,31.0,18.2,12.8,"31,184","31,445","53,272",112.5,7.5,2.82,62.8,6368.866666666667
1508,MS,Prentiss County,16.4,33.5,36.0,14.0,16.5,"25,008","24,996","44,543",94.0,6.8,2.95,61.7,6287.266666666666
1509,MS,Quitman County,25.5,33.6,29.7,11.1,29.9,"6,176","5,935","31,077",65.6,10.6,2.85,63.4,6133.666666666667
1510,MS,Rankin County,10.9,25.0,33.8,30.3,10.0,"157,031","158,096","68,583",144.8,5.2,2.75,64.8,9390.466666666667
1511,MS,Scott County,22.5,34.5,31.8,11.3,18.3,"27,990","27,598","42,069",88.8,5.8,2.74,63.9,6270.466666666666
1512,MS,Sharkey County,20.0,35.4,26.1,18.6,30.3,"3,800","3,663","46,163",97.5,10.7,2.89,65.0,6284.866666666667
1513,MS,Simpson County,21.7,28.3,32.6,17.4,21.2,"25,949","25,750","41,988",88.6,6.7,2.96,65.1,6872.866666666667
1514,MS,Smith County,21.2,37.5,28.3,13.0,16.1,"14,209","14,191","48,968",103.4,5.7,2.93,64.6,6431.266666666666
1515,MS,Stone County,16.9,33.6,34.3,15.2,17.4,"18,333","18,644","51,493",108.7,7.4,3.08,66.6,6558.466666666666
1516,MS,Sunflower County,25.1,32.3,26.2,16.5,34.8,"25,971","25,402","35,149",74.2,10.9,2.92,64.1,6666.466666666666
1517,MS,Tallahatchie County,22.9,33.6,32.2,11.4,32.0,"12,715","12,366","35,150",74.2,7.3,2.81,63.6,6688.066666666667
1518,MS,Tate County,13.8,33.7,35.4,17.2,14.0,"28,064","28,234","61,751",130.4,7.5,2.94,63.0,7537.666666666667
1519,MS,Tippah County,21.7,34.7,29.7,13.9,16.5,"21,815","21,635","45,568",96.2,6.9,3.0,61.3,6215.266666666666
1520,MS,Tishomingo County,20.4,37.2,30.5,11.8,14.6,"18,850","18,750","48,897",103.2,6.5,2.92,61.0,6940.066666666667
1521,MS,Tunica County,19.2,36.8,28.6,15.3,26.7,"9,782","9,696","36,850",77.8,14.8,3.1,63.2,7933.666666666667
1522,MS,Union County,23.0,31.9,31.1,14.0,13.5,"27,777","27,953","50,116",105.8,7.0,2.91,62.3,7052.866666666667
1523,MS,Walthall County,21.0,43.2,20.3,15.5,23.5,"13,884","13,836","30,992",65.4,8.3,3.17,66.1,6364.066666666667
1524,MS,Warren County,14.0,28.6,34.4,23.0,19.2,"44,722","43,579","48,283",101.9,8.5,2.93,65.5,7357.666666666667
1525,MS,Washington County,18.4,32.0,29.1,20.5,27.7,"44,922","43,687","35,344",74.6,10.6,2.98,64.6,6767.266666666666
1526,MS,Wayne County,19.6,34.6,25.2,20.6,22.1,"19,779","19,709","36,193",76.4,8.5,2.84,65.2,6388.066666666667
1527,MS,Webster County,15.3,37.5,29.3,17.9,15.7,"9,926","9,983","51,351",108.4,7.2,2.81,63.0,6983.266666666666
1528,MS,Wilkinson County,22.8,43.3,19.8,14.2,28.4,"8,587","8,315","35,394",74.7,12.8,3.23,66.8,6196.066666666667
1529,MS,Winston County,15.8,37.7,30.4,16.1,21.8,"17,714","17,596","44,029",93.0,8.5,2.72,63.2,7088.866666666667
1530,MS,Yalobusha County,15.8,44.1,27.9,12.2,21.2,"12,481","12,415","42,532",89.8,7.7,2.87,63.2,6392.866666666667
1531,MS,Yazoo County,23.9,37.4,26.8,11.8,31.0,"26,743","26,373","37,367",78.9,10.0,2.81,65.2,6733.666666666667
1533,MO,Adair County,8.9,35.1,24.8,31.2,17.9,"25,314","25,185","49,175",83.6,5.1,2.91,54.6,7019.266666666666
1534,MO,Andrew County,7.4,36.4,29.7,26.6,9.1,"18,135","18,002","69,387",118.0,4.0,2.68,55.6,7878.466666666666
1535,MO,Atchison County,9.3,41.1,27.0,22.7,12.0,"5,305","5,234","53,603",91.1,4.0,2.57,54.9,6335.266666666666
1536,MO,Audrain County,13.6,43.0,29.1,14.3,17.8,"24,962","24,982","48,258",82.1,5.8,3.13,56.1,6558.466666666666
1537,MO,Barry County,15.7,41.5,27.8,15.0,16.0,"34,534","34,712","47,853",81.4,6.5,3.55,58.4,6229.666666666667
1538,MO,Barton County,13.5,40.4,27.3,18.8,16.6,"11,637","11,658","46,353",78.8,4.9,3.56,59.3,6901.666666666667
1539,MO,Bates County,13.0,46.2,26.1,14.8,14.8,"16,042","16,105","52,140",88.7,5.3,3.34,58.4,7105.666666666667
1540,MO,Benton County,13.8,39.2,32.3,14.7,16.8,"19,394","19,908","44,141",75.1,7.3,3.61,57.5,7122.466666666666
1541,MO,Bollinger County,16.4,46.4,26.5,10.8,16.3,"10,567","10,556","48,198",82.0,5.6,3.15,57.8,8132.866666666667
1542,MO,Boone County,5.4,20.6,26.4,47.7,12.8,"183,610","185,840","62,673",106.6,4.2,3.18,56.9,9193.666666666666
1543,MO,Buchanan County,11.2,37.3,29.7,21.9,13.1,"84,793","83,853","53,133",90.3,4.9,2.78,56.1,7878.466666666666
1544,MO,Butler County,16.0,39.0,32.1,13.0,21.2,"42,130","42,101","42,099",71.6,6.2,3.2,59.5,6613.666666666667
1545,MO,Caldwell County,9.9,44.5,30.5,15.0,12.4,"8,815","8,897","47,870",81.4,5.3,2.92,55.4,10801.666666666666
1546,MO,Callaway County,11.8,35.5,29.3,23.5,11.4,"44,283","44,638","61,268",104.2,4.4,3.26,57.0,7369.666666666667
1547,MO,Camden County,8.5,37.6,31.6,22.2,14.0,"42,745","43,436","64,357",109.4,6.9,3.59,57.8,7396.066666666667
1548,MO,Cape Girardeau County,8.4,31.5,28.2,31.9,11.9,"81,710","82,113","57,763",98.2,5.1,3.11,58.0,8132.866666666667
1549,MO,Carroll County,12.4,43.6,26.2,17.7,13.4,"8,495","8,376","51,891",88.2,5.5,3.12,56.2,6335.266666666666
1550,MO,Carter County,13.8,49.2,21.9,15.2,20.3,"5,202","5,320","38,854",66.1,6.5,3.12,57.7,6160.066666666667
1551,MO,Cass County,6.5,33.1,33.4,27.0,6.8,"107,824","109,638","82,068",139.5,5.3,3.31,57.2,10801.666666666666
1552,MO,Cedar County,13.5,40.1,32.7,13.7,18.5,"14,188","14,496","40,130",68.2,4.4,3.55,58.8,6239.266666666666
1553,MO,Chariton County,9.3,46.7,25.6,18.5,12.0,"7,408","7,356","60,521",102.9,4.0,3.11,56.3,6858.466666666666
1554,MO,Christian County,7.6,28.2,33.5,30.7,8.8,"88,842","91,499","67,585",114.9,4.9,3.53,57.6,7885.666666666667
1555,MO,Clark County,13.5,47.0,27.3,12.2,12.3,"6,634","6,736","47,750",81.2,6.0,2.72,55.1,6500.866666666667
1556,MO,Clay County,6.6,28.0,32.5,32.8,7.7,"253,335","255,518","74,950",127.4,6.0,3.03,56.4,10801.666666666666
1557,MO,Clinton County,7.2,43.4,27.4,22.0,9.5,"21,184","21,287","66,492",113.1,5.9,2.97,55.5,10801.666666666666
1558,MO,Cole County,7.8,29.0,27.6,35.5,9.3,"77,279","77,205","63,486",107.9,4.4,3.42,57.7,6551.266666666666
1559,MO,Cooper County,11.3,36.5,29.9,22.4,13.6,"17,103","17,115","51,221",87.1,5.4,3.24,57.0,6486.466666666666
1560,MO,Crawford County,18.3,40.8,29.0,11.9,16.3,"23,056","22,807","43,785",74.4,6.3,3.23,56.2,6601.666666666667
1561,MO,Dade County,11.9,43.7,30.6,13.8,14.1,"7,569","7,599","46,535",79.1,4.3,3.56,58.7,6157.666666666667
1562,MO,Dallas County,14.0,48.6,26.1,11.4,24.1,"17,071","17,341","43,482",73.9,5.8,3.6,57.6,6558.466666666666
1563,MO,Daviess County,12.1,41.4,25.7,20.8,14.1,"8,430","8,399","49,830",84.7,4.2,2.88,55.3,6805.666666666667
1564,MO,DeKalb County,11.6,44.7,28.0,15.8,12.8,"11,029","11,098","52,868",89.9,4.5,2.8,55.3,7878.466666666666
1565,MO,Dent County,16.1,39.2,29.9,14.9,15.1,"14,421","14,432","44,057",74.9,4.8,3.28,56.5,6335.266666666666
1566,MO,Douglas County,17.1,42.4,27.5,13.0,17.8,"11,578","11,732","46,079",78.3,7.6,3.42,57.6,6877.666666666667
1567,MO,Dunklin County,21.0,40.2,25.0,13.9,20.2,"28,283","27,717","42,512",72.3,7.3,3.19,60.6,6772.066666666667
1568,MO,Franklin County,10.6,32.7,35.4,21.3,9.1,"104,682","105,231","62,781",106.7,6.1,3.17,56.6,10252.066666666668
1569,MO,Gasconade County,12.2,38.4,28.1,21.3,11.2,"14,794","14,791","54,487",92.6,5.7,3.24,56.7,7036.066666666667
1570,MO,Gentry County,13.9,41.7,24.1,20.3,13.0,"6,162","6,173","48,338",82.2,3.4,2.75,54.8,6205.666666666667
1571,MO,Greene County,7.4,28.1,33.0,31.5,14.3,"298,915","300,865","46,934",79.8,5.3,3.5,57.6,7885.666666666667
1572,MO,Grundy County,15.4,37.2,29.2,18.2,15.1,"9,808","9,720","45,363",77.1,4.6,2.89,55.4,6652.066666666667
1573,MO,Harrison County,9.5,47.0,27.8,15.7,17.8,"8,157","8,164","43,642",74.2,4.5,2.79,54.4,6294.466666666666
1574,MO,Henry County,12.8,41.5,30.1,15.6,13.6,"21,946","22,206","53,544",91.0,5.8,3.51,58.1,7381.666666666667
1575,MO,Hickory County,12.8,47.3,31.4,8.5,19.6,"8,279","8,607","36,049",61.3,5.0,3.6,57.9,6520.066666666667
1576,MO,Holt County,7.2,45.3,29.3,18.2,12.2,"4,223","4,226","49,531",84.2,3.3,2.51,55.7,6623.266666666666
1577,MO,Howard County,11.2,35.5,24.5,28.7,12.7,"10,151","10,168","53,190",90.4,4.1,3.09,56.6,7074.466666666666
1578,MO,Howell County,14.0,39.9,28.7,17.3,18.4,"39,750","39,975","45,808",77.9,6.7,3.28,57.3,6342.466666666666
1579,MO,Iron County,18.8,40.3,29.0,11.9,19.5,"9,537","9,408","41,744",71.0,7.0,3.28,56.2,6976.066666666667
1580,MO,Jackson County,8.7,28.1,31.0,32.1,12.4,"717,204","716,862","56,398",95.9,7.2,3.17,56.9,10801.666666666666
1581,MO,Jasper County,12.8,34.9,29.6,22.7,15.2,"122,761","123,155","51,329",87.3,5.7,3.57,59.3,7348.066666666667
1582,MO,Jefferson County,9.8,32.2,36.8,21.1,8.9,"226,739","227,771","67,191",114.2,6.0,2.96,57.3,10252.066666666668
1583,MO,Johnson County,7.5,30.0,33.1,29.5,10.8,"54,013","54,150","58,373",99.3,5.6,3.41,57.0,7936.066666666667
1584,MO,Knox County,12.1,46.1,26.1,15.7,14.2,"3,744","3,808","41,838",71.1,4.0,2.88,54.8,6510.466666666666
1585,MO,Laclede County,14.1,43.4,27.5,15.0,16.3,"36,039","36,133","46,191",78.5,8.1,3.53,57.5,6932.866666666667
1586,MO,Lafayette County,9.9,43.6,25.7,20.8,10.4,"32,984","32,817","62,043",105.5,5.2,3.25,56.5,10801.666666666666
