,State,Area_name,Latitude,Longitude
1151,LA,Plaquemines,+29.402337°,–89.298489°
1152,LA,Pointe Coupee,+30.708319°,–91.604621°
1153,LA,Rapides,+31.193204°,–92.535953°
1154,LA,Red River,+32.101213°,–93.349050°
1155,LA,Richland,+32.418121°,–91.758375°
1156,LA,Sabine,+31.560209°,–93.559228°
1157,LA,St. Bernard,+29.918110°,–89.263494°
1158,LA,St. Charles,+29.913833°,–90.359314°
1159,LA,St. Helena,+30.821423°,–90.709350°
1160,LA,St. James,+30.024820°,–90.793956°
1161,LA,St. John the Baptist,+30.117471°,–90.504677°
1162,LA,St. Landry,+30.583441°,–91.989275°
1163,LA,St. Martin,+30.121433°,–91.611481°
1164,LA,St. Mary,+29.629349°,–91.463804°
1165,LA,St. Tammany,+30.410022°,–89.951962°
1166,LA,Tangipahoa,+30.621581°,–90.406633°
1167,LA,Tensas,+32.001489°,–91.342576°
1168,LA,Terrebonne,+29.333266°,–90.844191°
1169,LA,Union,+32.829349°,–92.375650°
1170,LA,Vermilion,+29.786872°,–92.290090°
1171,LA,Vernon,+31.110563°,–93.181520°
1172,LA,Washington,+30.852144°,–90.046253°
1173,LA,Webster,+32.732152°,–93.339825°
1174,LA,West Baton Rouge,+30.464052°,–91.309808°
1175,LA,West Carroll,+32.792480°,–91.451998°
1176,LA,West Feliciana,+30.872701°,–91.421008°
1177,LA,Winn,+31.941187°,–92.641269°
1178,ME,Androscoggin,+44.167681°,–70.207435°
1179,ME,Aroostook,+46.727057°,–68.649410°
1180,ME,Cumberland,+43.808348°,–70.330375°
1181,ME,Franklin,+44.973012°,–70.444727°
1182,ME,Hancock,+44.564906°,–68.370703°
1183,ME,Kennebec,+44.417012°,–69.765764°
1184,ME,Knox,+44.042045°,–69.038515°
1185,ME,Lincoln,+43.994265°,–69.514029°
1186,ME,Oxford,+44.494585°,–70.734688°
1187,ME,Penobscot,+45.390602°,–68.657487°
1188,ME,Piscataquis,+45.917678°,–69.104548°
1189,ME,Sagadahoc,+43.916694°,–69.843994°
1190,ME,Somerset,+45.507482°,–69.976040°
1191,ME,Waldo,+44.505361°,–69.139678°
1192,ME,Washington,+44.967009°,–67.609354°
1193,ME,York,+43.427239°,–70.670402°
1194,MD,Allegany,+39.612309°,–78.703108°
1195,MD,Anne Arundel,+38.993374°,–76.560511°
1196,MD,Baltimore,+39.443167°,–76.616569°
1197,MD,Calvert,+38.521358°,–76.525864°
1198,MD,Caroline,+38.871531°,–75.831631°
1199,MD,Carroll,+39.563189°,–77.015512°
1200,MD,Cecil,+39.562352°,–75.941584°
1201,MD,Charles,+38.472853°,–77.015427°
1202,MD,Dorchester,+38.429196°,–76.047433°
1203,MD,Frederick,+39.470427°,–77.397627°
1204,MD,Garrett,+39.529871°,–79.269416°
1205,MD,Harford,+39.537429°,–76.299789°
1206,MD,Howard,+39.252264°,–76.924406°
1207,MD,Kent,+39.239177°,–76.124200°
1208,MD,Montgomery,+39.137382°,–77.203063°
1209,MD,Prince George's,+38.825880°,–76.847272°
1210,MD,Queen Anne's,+39.040693°,–76.082405°
1211,MD,St. Mary's,+38.222666°,–76.534271°
1212,MD,Somerset,+38.074450°,–75.853323°
1213,MD,Talbot,+38.749427°,–76.179130°
1214,MD,Washington,+39.603621°,–77.814671°
1215,MD,Wicomico,+38.367389°,–75.632206°
1216,MD,Worcester,+38.222133°,–75.309932°
1217,MD,Baltimore [9],+39.300214°,–76.610516°
1218,MA,Barnstable,+41.798819°,–70.211083°
1219,MA,Berkshire,+42.375314°,–73.213948°
1220,MA,Bristol,+41.748576°,–71.087062°
1221,MA,Dukes,+41.380939°,–70.701536°
1222,MA,Essex,+42.642711°,–70.865107°
1223,MA,Franklin,+42.583791°,–72.591655°
1224,MA,Hampden,+42.136198°,–72.635648°
1225,MA,Hampshire,+42.339459°,–72.663694°
1226,MA,Middlesex,+42.479477°,–71.396507°
1227,MA,Nantucket,+41.305878°,–70.141910°
1228,MA,Norfolk,+42.169703°,–71.179875°
1229,MA,Plymouth,+41.987196°,–70.741942°
1230,MA,Suffolk,+42.331960°,–71.020173°
1231,MA,Worcester,+42.311693°,–71.940282°
1232,MI,Alcona,+44.682535°,–82.834080°
1233,MI,Alger,+47.080077°,–86.564108°
1234,MI,Allegan,+42.595788°,–86.634745°
1235,MI,Alpena,+44.894954°,–83.426574°
1236,MI,Antrim,+45.005457°,–85.175625°
1237,MI,Arenac,+44.036870°,–83.740675°
1238,MI,Baraga,+46.696068°,–88.356022°
1239,MI,Barry,+42.582811°,–85.314550°
1240,MI,Bay,+43.699711°,–83.978701°
1241,MI,Benzie,+44.648621°,–86.494317°
1242,MI,Berrien,+41.792639°,–86.741822°
1243,MI,Branch,+41.918585°,–85.066523°
1244,MI,Calhoun,+42.242990°,–85.012385°
1245,MI,Cass,+41.916240°,–85.999457°
1246,MI,Charlevoix,+45.513164°,–85.450392°
1247,MI,Cheboygan,+45.476120°,–84.495271°
1248,MI,Chippewa,+46.321819°,–84.520630°
1249,MI,Clare,+43.991137°,–84.838325°
1250,MI,Clinton,+42.950455°,–84.591695°
1251,MI,Crawford,+44.680208°,–84.611132°
1252,MI,Delta,+45.805101°,–86.901373°
1253,MI,Dickinson,+46.012823°,–87.866119°
1254,MI,Eaton,+42.589614°,–84.846524°
1255,MI,Emmet,+45.590094°,–84.986822°
1256,MI,Genesee,+43.021077°,–83.706372°
1257,MI,Gladwin,+43.989750°,–84.389816°
1258,MI,Gogebic,+46.488054°,–89.788314°
1259,MI,Grand Traverse,+44.718688°,–85.553848°
1260,MI,Gratiot,+43.292326°,–84.604690°
1261,MI,Hillsdale,+41.864475°,–84.642409°
1262,MI,Houghton,+46.998305°,–88.652066°
1263,MI,Huron,+43.907616°,–82.857045°
1264,MI,Ingham,+42.603534°,–84.373811°
1265,MI,Ionia,+42.944650°,–85.073766°
1266,MI,Iosco,+44.329482°,–82.849447°
1267,MI,Iron,+46.170249°,–88.540409°
1268,MI,Isabella,+43.645233°,–84.839425°
1269,MI,Jackson,+42.248474°,–84.420868°
1270,MI,Kalamazoo,+42.246266°,–85.532854°
1271,MI,Kalkaska,+44.678881°,–85.088992°
1272,MI,Kent,+43.032497°,–85.547446°
1273,MI,Keweenaw,+47.681981°,–88.148802°
1274,MI,Lake,+43.995187°,–85.811400°
1275,MI,Lapeer,+43.088633°,–83.224325°
1276,MI,Leelanau,+45.146182°,–86.051574°
1277,MI,Lenawee,+41.895915°,–84.066853°
1278,MI,Livingston,+42.602532°,–83.911718°
1279,MI,Luce,+46.940602°,–85.582368°
1280,MI,Mackinac,+46.167981°,–85.303756°
1281,MI,Macomb,+42.671467°,–82.910869°
1282,MI,Manistee,+44.350385°,–86.602967°
1283,MI,Marquette,+46.656597°,–87.584028°
1284,MI,Mason,+43.996636°,–86.750814°
1285,MI,Mecosta,+43.635295°,–85.332751°
1286,MI,Menominee,+45.544174°,–87.509892°
1287,MI,Midland,+43.648378°,–84.379220°
1288,MI,Missaukee,+44.325424°,–85.085471°
1289,MI,Monroe,+41.916097°,–83.487106°
1290,MI,Montcalm,+43.312782°,–85.149468°
1291,MI,Montmorency,+45.024134°,–84.130107°
1292,MI,Muskegon,+43.289258°,–86.751892°
1293,MI,Newaygo,+43.562709°,–85.791423°
1294,MI,Oakland,+42.660452°,–83.384210°
1295,MI,Oceana,+43.647255°,–86.807575°
1296,MI,Ogemaw,+44.333280°,–84.128073°
1297,MI,Ontonagon,+47.216604°,–89.500461°
1298,MI,Osceola,+43.997552°,–85.322283°
1299,MI,Oscoda,+44.685121°,–84.124894°
1300,MI,Otsego,+45.021794°,–84.576597°
1301,MI,Ottawa,+42.942346°,–86.655342°
1302,MI,Presque Isle,+45.489515°,–83.384019°
1303,MI,Roscommon,+44.339517°,–84.611272°
1304,MI,Saginaw,+43.328267°,–84.055410°
1305,MI,St. Clair,+42.928804°,–82.668914°
1306,MI,St. Joseph,+41.911488°,–85.522870°
1307,MI,Sanilac,+43.449155°,–82.642815°
1308,MI,Schoolcraft,+46.020758°,–86.199352°
1309,MI,Shiawassee,+42.951545°,–84.146352°
1310,MI,Tuscola,+43.487902°,–83.436618°
1311,MI,Van Buren,+42.283986°,–86.305697°
1312,MI,Washtenaw,+42.252327°,–83.844634°
1313,MI,Wayne,+42.284664°,–83.261953°
1314,MI,Wexford,+44.331375°,–85.570046°
1315,MN,Aitkin,+46.602446°,–93.419760°
1316,MN,Anoka,+45.274110°,–93.242723°
1317,MN,Becker,+46.937629°,–95.741757°
1318,MN,Beltrami,+47.878825°,–94.986698°
1319,MN,Benton,+45.701227°,–94.001440°
1320,MN,Big Stone,+45.419925°,–96.402226°
1321,MN,Blue Earth,+44.038225°,–94.064071°
1322,MN,Brown,+44.246542°,–94.733647°
1323,MN,Carlton,+46.603818°,–92.671044°
1324,MN,Carver,+44.821381°,–93.800575°
1325,MN,Cass,+46.951427°,–94.333773°
1326,MN,Chippewa,+45.028625°,–95.564108°
1327,MN,Chisago,+45.505444°,–92.903849°
1328,MN,Clay,+46.898377°,–96.494901°
1329,MN,Clearwater,+47.575873°,–95.371117°
1330,MN,Cook,+47.538571°,–90.290190°
1331,MN,Cottonwood,+44.010711°,–95.183130°
1332,MN,Crow Wing,+46.491114°,–94.071213°
1333,MN,Dakota,+44.670893°,–93.062481°
1334,MN,Dodge,+44.020706°,–92.869353°
1335,MN,Douglas,+45.936429°,–95.460610°
1336,MN,Faribault,+43.676522°,–93.947234°
1337,MN,Fillmore,+43.677270°,–92.093681°
1338,MN,Freeborn,+43.674202°,–93.350289°
1339,MN,Goodhue,+44.406178°,–92.716000°
1340,MN,Grant,+45.930743°,–96.010699°
1341,MN,Hennepin,+45.006064°,–93.475185°
1342,MN,Houston,+43.666990°,–91.501556°
1343,MN,Hubbard,+47.095551°,–94.913290°
1344,MN,Isanti,+45.562431°,–93.296339°
1345,MN,Itasca,+47.490843°,–93.613128°
1346,MN,Jackson,+43.673025°,–95.149704°
1347,MN,Kanabec,+45.947760°,–93.297788°
1348,MN,Kandiyohi,+45.152714°,–95.004981°
1349,MN,Kittson,+48.776040°,–96.780349°
1350,MN,Koochiching,+48.245490°,–93.782842°
1351,MN,Lac qui Parle,+44.999855°,–96.176836°
1352,MN,Lake,+47.517111°,–91.411704°
1353,MN,Lake of the Woods,+48.768100°,–94.904634°
1354,MN,Le Sueur,+44.373397°,–93.730180°
1355,MN,Lincoln,+44.408238°,–96.272032°
1356,MN,Lyon,+44.409195°,–95.847268°
1357,MN,McLeod,+44.821644°,–94.272320°
1358,MN,Mahnomen,+47.325842°,–95.810703°
1359,MN,Marshall,+48.362728°,–96.357761°
1360,MN,Martin,+43.677118°,–94.537198°
1361,MN,Meeker,+45.123156°,–94.527346°
1362,MN,Mille Lacs,+45.929043°,–93.632996°
1363,MN,Morrison,+46.020484°,–94.266619°
1364,MN,Mower,+43.666249°,–92.759514°
1365,MN,Murray,+44.015594°,–95.761581°
1366,MN,Nicollet,+44.358820°,–94.245685°
1367,MN,Nobles,+43.677686°,–95.763132°
1368,MN,Norman,+47.329470°,–96.463807°
1369,MN,Olmsted,+44.003430°,–92.406722°
1370,MN,Otter Tail,+46.405725°,–95.714578°
1371,MN,Pennington,+48.069247°,–96.037725°
1372,MN,Pine,+46.100940°,–92.763094°
1373,MN,Pipestone,+44.015361°,–96.257015°
1374,MN,Polk,+47.774254°,–96.400027°
1375,MN,Pope,+45.589623°,–95.446705°
1376,MN,Ramsey,+45.015250°,–93.100141°
1377,MN,Red Lake,+47.865487°,–96.087180°
1378,MN,Redwood,+44.403536°,–95.254242°
1379,MN,Renville,+44.723697°,–94.955617°
1380,MN,Rice,+44.350943°,–93.298503°
1381,MN,Rock,+43.669587°,–96.263238°
1382,MN,Roseau,+48.761066°,–95.821530°
1383,MN,St. Louis,+47.583852°,–92.463645°
1384,MN,Scott,+44.651932°,–93.534553°
1385,MN,Sherburne,+45.443171°,–93.775092°
1386,MN,Sibley,+44.575734°,–94.230123°
1387,MN,Stearns,+45.555235°,–94.610482°
1388,MN,Steele,+44.015261°,–93.220453°
1389,MN,Stevens,+45.593461°,–95.992315°
1390,MN,Swift,+45.275450°,–95.690398°
1391,MN,Todd,+46.066569°,–94.900576°
1392,MN,Traverse,+45.769840°,–96.475049°
1393,MN,Wabasha,+44.289693°,–92.233341°
1394,MN,Wadena,+46.586784°,–94.988331°
1395,MN,Waseca,+44.018460°,–93.589844°
1396,MN,Washington,+45.037929°,–92.890117°
1397,MN,Watonwan,+43.978366°,–94.614128°
1398,MN,Wilkin,+46.362335°,–96.476657°
1399,MN,Winona,+43.982268°,–91.776708°
1400,MN,Wright,+45.175091°,–93.966397°
1401,MN,Yellow Medicine,+44.715736°,–95.862756°
1402,MS,Adams,+31.486218°,–91.351781°
1403,MS,Alcorn,+34.886648°,–88.581014°
1404,MS,Amite,+31.203933°,–90.795542°
1405,MS,Attala,+33.090470°,–89.588622°
1406,MS,Benton,+34.810773°,–89.200029°
1407,MS,Bolivar,+33.799278°,–90.884476°
1408,MS,Calhoun,+33.936634°,–89.337114°
1409,MS,Carroll,+33.440795°,–89.918887°
1410,MS,Chickasaw,+33.921654°,–88.945808°
1411,MS,Choctaw,+33.345964°,–89.251332°
1412,MS,Claiborne,+31.972810°,–90.915424°
1413,MS,Clarke,+32.048448°,–88.685964°
1414,MS,Clay,+33.661734°,–88.783326°
1415,MS,Coahoma,+34.228670°,–90.603165°
1416,MS,Copiah,+31.866915°,–90.448758°
1417,MS,Covington,+31.633331°,–89.548897°
1418,MS,DeSoto,+34.874266°,–89.993240°
1419,MS,Forrest,+31.188580°,–89.259447°
1420,MS,Franklin,+31.477798°,–90.895884°
1421,MS,George,+30.855431°,–88.642268°
1422,MS,Greene,+31.212846°,–88.634811°
1423,MS,Grenada,+33.770031°,–89.802740°
1424,MS,Hancock,+30.391437°,–89.479850°
1425,MS,Harrison,+30.416536°,–89.083376°
1426,MS,Hinds,+32.267924°,–90.465900°
1427,MS,Holmes,+33.125942°,–90.091197°
1428,MS,Humphreys,+33.132978°,–90.523911°
1429,MS,Issaquena,+32.754977°,–90.988552°
1430,MS,Itawamba,+34.281075°,–88.363127°
1431,MS,Jackson,+30.458491°,–88.619991°
1432,MS,Jasper,+32.016989°,–89.119430°
1433,MS,Jefferson,+31.733633°,–91.043878°
1434,MS,Jefferson Davis,+31.564734°,–89.826626°
1435,MS,Jones,+31.621044°,–89.167262°
1436,MS,Kemper,+32.750136°,–88.625631°
1437,MS,Lafayette,+34.349298°,–89.485903°
1438,MS,Lamar,+31.197135°,–89.514952°
1439,MS,Lauderdale,+32.403998°,–88.660449°
1440,MS,Lawrence,+31.550009°,–90.107530°
1441,MS,Leake,+32.753268°,–89.522568°
1442,MS,Lee,+34.288965°,–88.680887°
1443,MS,Leflore,+33.549790°,–90.294934°
1444,MS,Lincoln,+31.535216°,–90.453566°
1445,MS,Lowndes,+33.471424°,–88.439723°
1446,MS,Madison,+32.634370°,–90.034160°
1447,MS,Marion,+31.230126°,–89.821736°
1448,MS,Marshall,+34.766190°,–89.504231°
1449,MS,Monroe,+33.890030°,–88.485038°
1450,MS,Montgomery,+33.500714°,–89.639625°
1451,MS,Neshoba,+32.752518°,–89.119274°
1452,MS,Newton,+32.401970°,–89.118412°
1453,MS,Noxubee,+33.106270°,–88.565787°
1454,MS,Oktibbeha,+33.422313°,–88.876151°
1455,MS,Panola,+34.365205°,–89.963065°
1456,MS,Pearl River,+30.773791°,–89.586832°
1457,MS,Perry,+31.169307°,–88.988755°
1458,MS,Pike,+31.177517°,–90.397725°
1459,MS,Pontotoc,+34.227081°,–89.037239°
1460,MS,Prentiss,+34.620866°,–88.522240°
1461,MS,Quitman,+34.252640°,–90.290525°
1462,MS,Rankin,+32.262057°,–89.946552°
1463,MS,Scott,+32.427127°,–89.533209°
1464,MS,Sharkey,+32.892490°,–90.827388°
1465,MS,Simpson,+31.902503°,–89.917707°
1466,MS,Smith,+32.019034°,–89.494973°
1467,MS,Stone,+30.790184°,–89.112297°
1468,MS,Sunflower,+33.605529°,–90.595090°
1469,MS,Tallahatchie,+33.955891°,–90.172833°
1470,MS,Tate,+34.649553°,–89.943105°
1471,MS,Tippah,+34.763618°,–88.918819°
1472,MS,Tishomingo,+34.737699°,–88.236067°
1473,MS,Tunica,+34.652201°,–90.371770°
1474,MS,Union,+34.489101°,–89.002300°
1475,MS,Walthall,+31.164492°,–90.103431°
1476,MS,Warren,+32.357005°,–90.851791°
1477,MS,Washington,+33.273131°,–90.944430°
1478,MS,Wayne,+31.644760°,–88.682057°
1479,MS,Webster,+33.612048°,–89.283836°
1480,MS,Wilkinson,+31.160249°,–91.325567°
1481,MS,Winston,+33.078724°,–89.037391°
1482,MS,Yalobusha,+34.030669°,–89.703793°
1483,MS,Yazoo,+32.765675°,–90.387928°
1484,MO,Adair,+40.190666°,–92.603592°
1485,MO,Andrew,+39.988863°,–94.803551°
1486,MO,Atchison,+40.431846°,–95.437555°
1487,MO,Audrain,+39.214480°,–91.843415°
1488,MO,Barry,+36.699378°,–93.834326°
1489,MO,Barton,+37.500799°,–94.344089°
1490,MO,Bates,+38.257217°,–94.339246°
1491,MO,Benton,+38.301036°,–93.287942°
1492,MO,Bollinger,+37.318349°,–90.024601°
1493,MO,Boone,+38.989657°,–92.310779°
1494,MO,Buchanan,+39.660370°,–94.808173°
1495,MO,Butler,+36.715180°,–90.403130°
1496,MO,Caldwell,+39.658998°,–93.979179°
1497,MO,Callaway,+38.835966°,–91.924089°
1498,MO,Camden,+38.031995°,–92.765138°
1499,MO,Cape Girardeau,+37.383882°,–89.684908°
1500,MO,Carroll,+39.427375°,–93.500227°
1501,MO,Carter,+36.944783°,–90.945626°
1502,MO,Cass,+38.647159°,–94.354242°
1503,MO,Cedar,+37.733655°,–93.850014°
1504,MO,Chariton,+39.517969°,–92.961621°
1505,MO,Christian,+36.969739°,–93.187614°
1506,MO,Clark,+40.407275°,–91.729472°
1507,MO,Clay,+39.315551°,–94.421502°
1508,MO,Clinton,+39.608723°,–94.395803°
1509,MO,Cole,+38.506847°,–92.271404°
1510,MO,Cooper,+38.845386°,–92.812323°
1511,MO,Crawford,+37.966561°,–91.313933°
1512,MO,Dade,+37.432350°,–93.854878°
1513,MO,Dallas,+37.683583°,–93.033812°
1514,MO,Daviess,+39.962839°,–93.970053°
1515,MO,DeKalb,+39.894665°,–94.407190°
1516,MO,Dent,+37.603250°,–91.495916°
1517,MO,Douglas,+36.946517°,–92.515892°
1518,MO,Dunklin,+36.153025°,–90.062254°
1519,MO,Franklin,+38.408313°,–91.073410°
1520,MO,Gasconade,+38.441183°,–91.505780°
1521,MO,Gentry,+40.209379°,–94.404110°
1522,MO,Greene,+37.258196°,–93.340641°
1523,MO,Grundy,+40.112541°,–93.565054°
1524,MO,Harrison,+40.345620°,–93.992582°
1525,MO,Henry,+38.386491°,–93.792628°
1526,MO,Hickory,+37.936700°,–93.322835°
1527,MO,Holt,+40.095724°,–95.219072°
1528,MO,Howard,+39.143365°,–92.695926°
1529,MO,Howell,+36.774369°,–91.887368°
1530,MO,Iron,+37.625960°,–90.699627°
1531,MO,Jackson,+39.007233°,–94.342507°
1532,MO,Jasper,+37.200865°,–94.338869°
1533,MO,Jefferson,+38.257414°,–90.543138°
1534,MO,Johnson,+38.745880°,–93.805999°
1535,MO,Knox,+40.136776°,–92.146809°
1536,MO,Laclede,+37.659690°,–92.594832°
1537,MO,Lafayette,+39.068705°,–93.802639°
1538,MO,Lawrence,+37.106135°,–93.833262°
1539,MO,Lewis,+40.084559°,–91.728803°
1540,MO,Lincoln,+39.058568°,–90.957771°
1541,MO,Linn,+39.864440°,–93.108019°
1542,MO,Livingston,+39.778587°,–93.548201°
1543,MO,McDonald,+36.630218°,–94.343956°
1544,MO,Macon,+39.829795°,–92.564340°
1545,MO,Madison,+37.473235°,–90.345453°
1546,MO,Maries,+38.162615°,–91.923601°
1547,MO,Marion,+39.807538°,–91.635379°
1548,MO,Mercer,+40.421414°,–93.567631°
1549,MO,Miller,+38.216720°,–92.429871°
1550,MO,Mississippi,+36.826264°,–89.295929°
1551,MO,Moniteau,+38.633037°,–92.583642°
1552,MO,Monroe,+39.498270°,–92.006458°
1553,MO,Montgomery,+38.935162°,–91.465437°
1554,MO,Morgan,+38.420807°,–92.874835°
1555,MO,New Madrid,+36.594261°,–89.655949°
1556,MO,Newton,+36.908017°,–94.334741°
1557,MO,Nodaway,+40.360484°,–94.883281°
1558,MO,Oregon,+36.684867°,–91.402902°
1559,MO,Osage,+38.464254°,–91.859504°
1560,MO,Ozark,+36.649643°,–92.458580°
1561,MO,Pemiscot,+36.209916°,–89.785942°
1562,MO,Perry,+37.711130°,–89.802125°
1563,MO,Pettis,+38.727367°,–93.285207°
1564,MO,Phelps,+37.866326°,–91.790349°
1565,MO,Pike,+39.344178°,–91.171042°
1566,MO,Platte,+39.378696°,–94.761472°
1567,MO,Polk,+37.616761°,–93.400817°
1568,MO,Pulaski,+37.824835°,–92.207022°
1569,MO,Putnam,+40.478606°,–93.014531°
1570,MO,Ralls,+39.553455°,–91.524787°
1571,MO,Randolph,+39.441601°,–92.492725°
1572,MO,Ray,+39.308401°,–93.995746°
1573,MO,Reynolds,+37.360857°,–90.969516°
1574,MO,Ripley,+36.648902°,–90.867060°
1575,MO,St. Charles,+38.781102°,–90.674915°
1576,MO,St. Clair,+38.039069°,–93.773077°
1577,MO,Ste. Genevieve,+37.890180°,–90.181170°
1578,MO,St. Francois,+37.810707°,–90.473868°
1579,MO,St. Louis,+38.640702°,–90.445954°
1580,MO,Saline,+39.135840°,–93.204164°
1581,MO,Schuyler,+40.469361°,–92.519016°
1582,MO,Scotland,+40.447686°,–92.142824°
1583,MO,Scott,+37.047793°,–89.568098°
1584,MO,Shannon,+37.151980°,–91.398364°
1585,MO,Shelby,+39.797531°,–92.088719°
1586,MO,Stoddard,+36.855428°,–89.941735°
1587,MO,Stone,+36.747857°,–93.467782°
1588,MO,Sullivan,+40.209587°,–93.109783°
1589,MO,Taney,+36.649827°,–93.042819°
1590,MO,Texas,+37.314257°,–91.964478°
1591,MO,Vernon,+37.850196°,–94.341597°
1592,MO,Warren,+38.761902°,–91.159307°
1593,MO,Washington,+37.942315°,–90.897056°
1594,MO,Wayne,+37.113825°,–90.460868°
1595,MO,Webster,+37.280804°,–92.876080°
1596,MO,Worth,+40.480482°,–94.419129°
1597,MO,Wright,+37.267636°,–92.480010°
1598,MO,St. Louis [9],+38.635699°,–90.244582°
1599,MT,Beaverhead,+45.133863°,–112.892869°
1600,MT,Big Horn,+45.407869°,–107.518163°
1601,MT,Blaine,+48.428282°,–108.967648°
1602,MT,Broadwater,+46.334476°,–111.496103°
1603,MT,Carbon,+45.224475°,–109.028551°
1604,MT,Carter,+45.516825°,–104.515324°
1605,MT,Cascade,+47.316443°,–111.350571°
1606,MT,Chouteau,+47.886837°,–110.436189°
1607,MT,Custer,+46.261481°,–105.550508°
1608,MT,Daniels,+48.794429°,–105.541739°
1609,MT,Dawson,+47.272425°,–104.901027°
1610,MT,Deer Lodge,+46.099059°,–113.139108°
1611,MT,Fallon,+46.318184°,–104.405718°
1612,MT,Fergus,+47.222997°,–109.223280°
1613,MT,Flathead,+48.314696°,–114.054319°
1614,MT,Gallatin,+45.535559°,–111.173443°
1615,MT,Garfield,+47.281174°,–106.982212°
1616,MT,Glacier,+48.705671°,–112.990502°
1617,MT,Golden Valley,+46.380624°,–109.174586°
1618,MT,Granite,+46.395358°,–113.425683°
1619,MT,Hill,+48.628331°,–110.106372°
1620,MT,Jefferson,+46.126557°,–112.056771°
1621,MT,Judith Basin,+47.032558°,–110.305320°
1622,MT,Lake,+47.642901°,–114.083687°
1623,MT,Lewis and Clark,+47.122133°,–112.382954°
1624,MT,Liberty,+48.559654°,–111.036924°
1625,MT,Lincoln,+48.542232°,–115.404343°
1626,MT,McCone,+47.629628°,–105.757222°
1627,MT,Madison,+45.319288°,–111.917328°
1628,MT,Meagher,+46.585706°,–110.921781°
1629,MT,Mineral,+47.155213°,–115.064550°
1630,MT,Missoula,+47.027263°,–113.892681°
1631,MT,Musselshell,+46.505665°,–108.436982°
1632,MT,Park,+45.421905°,–110.532798°
1633,MT,Petroleum,+47.141917°,–108.226575°
1634,MT,Phillips,+48.250155°,–107.928833°
1635,MT,Pondera,+48.230312°,–112.219928°
1636,MT,Powder River,+45.408890°,–105.555259°
1637,MT,Powell,+46.844225°,–112.931100°
1638,MT,Prairie,+46.852434°,–105.375808°
1639,MT,Ravalli,+46.079298°,–114.119065°
1640,MT,Richland,+47.785513°,–104.563387°
1641,MT,Roosevelt,+48.282747°,–104.995170°
1642,MT,Rosebud,+46.161734°,–106.701953°
1643,MT,Sanders,+47.756469°,–115.180225°
1644,MT,Sheridan,+48.705523°,–104.533913°
1645,MT,Silver Bow,+45.895959°,–112.660222°
1646,MT,Stillwater,+45.663496°,–109.391752°
1647,MT,Sweet Grass,+45.813060°,–109.941312°
1648,MT,Teton,+47.819035°,–112.281725°
1649,MT,Toole,+48.645052°,–111.733493°
1650,MT,Treasure,+46.209636°,–107.280494°
1651,MT,Valley,+48.365713°,–106.687883°
1652,MT,Wheatland,+46.497047°,–109.857147°
1653,MT,Wibaux,+46.962866°,–104.274466°
1654,MT,Yellowstone,+45.936987°,–108.276656°
1655,NE,Adams,+40.520632°,–98.500044°
1656,NE,Antelope,+42.183225°,–98.058037°
1657,NE,Arthur,+41.570856°,–101.697045°
1658,NE,Banner,+41.539750°,–103.726263°
1659,NE,Blaine,+41.925230°,–99.990771°
1660,NE,Boone,+41.705400°,–98.066794°
1661,NE,Box Butte,+42.215665°,–103.087821°
1662,NE,Boyd,+42.894448°,–98.773022°
1663,NE,Brown,+42.349390°,–99.923176°
1664,NE,Buffalo,+40.855226°,–99.074983°
1665,NE,Burt,+41.854179°,–96.337746°
1666,NE,Butler,+41.226072°,–97.132040°
1667,NE,Cass,+40.909878°,–96.140609°
1668,NE,Cedar,+42.604511°,–97.256824°
1669,NE,Chase,+40.530390°,–101.694192°
1670,NE,Cherry,+42.566985°,–101.072622°
1671,NE,Cheyenne,+41.214236°,–103.011929°
1672,NE,Clay,+40.523669°,–98.051050°
1673,NE,Colfax,+41.574675°,–97.089455°
1674,NE,Cuming,+41.915865°,–96.788517°
1675,NE,Custer,+41.393893°,–99.726866°
1676,NE,Dakota,+42.390456°,–96.562549°
1677,NE,Dawes,+42.711214°,–103.134872°
1678,NE,Dawson,+40.867378°,–99.815154°
1679,NE,Deuel,+41.112988°,–102.332604°
1680,NE,Dixon,+42.485280°,–96.855862°
1681,NE,Dodge,+41.577008°,–96.645853°
1682,NE,Douglas,+41.297091°,–96.154066°
1683,NE,Dundy,+40.180165°,–101.681133°
1684,NE,Fillmore,+40.525040°,–97.596705°
1685,NE,Franklin,+40.183203°,–98.962080°
1686,NE,Frontier,+40.530947°,–100.406683°
1687,NE,Furnas,+40.191991°,–99.909661°
1688,NE,Gage,+40.255234°,–96.683453°
1689,NE,Garden,+41.659381°,–102.328229°
1690,NE,Garfield,+41.905572°,–98.922998°
1691,NE,Gosper,+40.509838°,–99.824078°
1692,NE,Grant,+41.915867°,–101.756875°
1693,NE,Greeley,+41.567600°,–98.530566°
1694,NE,Hall,+40.866023°,–98.498004°
1695,NE,Hamilton,+40.877145°,–98.021943°
1696,NE,Harlan,+40.178766°,–99.403418°
1697,NE,Hayes,+40.535786°,–101.055580°
1698,NE,Hitchcock,+40.176896°,–101.044217°
1699,NE,Holt,+42.459287°,–98.784766°
1700,NE,Hooker,+41.918700°,–101.116810°
1701,NE,Howard,+41.219403°,–98.513303°
1702,NE,Jefferson,+40.175736°,–97.143103°
1703,NE,Johnson,+40.395457°,–96.268562°
